"blueWins","blueWardsPlaced","redWardsPlaced","blueWardsDestroyed","redWardsDestroyed","blueFirstBlood","blueTotalMinionsKilled","redTotalMinionsKilled","blueKills","redKills","blueEliteMonsters","redEliteMonsters","blueDragons","redDragons","blueHeralds","redHeralds","blueTotalGold","redTotalGold","blueTotalExperience","redTotalExperience","blueAvgLevel","redAvgLevel","",""
"0","12","38","5","1","1","212","232","5","3","0","1","0","1","0","0","15827","15384","17668","19105","6.8","7.2","",""
"1","37","15","0","1","0","221","225","6","4","0","0","0","0","0","0","16463","16109","18961","18145","7.2","7","",""
"1","18","40","0","2","1","196","187","9","8","0","1","0","1","0","0","16908","17271","17271","17462","6.8","6.8","",""
"0","20","18","5","2","0","228","220","6","3","1","1","0","1","1","0","18017","15558","18923","18089","7.2","6.8","",""
"1","14","16","2","4","1","221","244","4","3","1","0","1","0","0","0","15257","15473","18061","17179","6.8","6.6","",""
"0","22","18","3","4","0","217","266","0","5","0","1","0","1","0","0","13643","17228","16820","20225","7","7.4","",""
"1","27","16","3","5","0","206","205","3","8","0","2","0","1","0","1","14418","17196","16672","18846","6.4","7","",""
"0","12","54","4","2","0","241","255","5","8","1","0","1","0","0","0","15999","18449","18592","20431","7","7.2","",""
"1","23","17","3","1","0","202","215","3","4","0","1","0","0","0","1","15031","15361","16824","16966","6.8","6.6","",""
"0","25","17","3","2","0","210","205","6","1","1","0","1","0","0","0","16129","13850","18567","15725","7.2","6.4","",""
"0","13","22","5","6","0","216","231","5","4","0","2","0","1","0","1","16059","17753","18553","18554","7","7.2","",""
"1","17","13","1","1","0","256","229","8","6","0","0","0","0","0","0","17731","17022","18478","17182","7","6.8","",""
"0","12","34","2","2","0","219","253","4","12","0","1","0","1","0","0","15202","22073","16607","21722","6.6","8","",""
"1","12","17","4","1","0","246","200","4","4","0","1","0","1","0","0","15786","14799","18637","17384","7.2","6.8","",""
"1","21","16","3","5","1","216","246","5","3","1","0","0","0","1","0","16003","15858","17277","18139","7","7","",""
"0","80","17","4","3","0","206","237","2","9","0","0","0","0","0","0","13867","17842","15515","19747","6.2","7","",""
"1","18","20","2","1","1","228","210","5","4","1","0","1","0","0","0","15792","15109","17609","17363","7","6.6","",""
"0","18","19","5","5","0","215","246","2","5","0","1","0","1","0","0","14415","16089","17248","18020","6.8","6.8","",""
"1","13","14","1","1","0","236","235","6","3","1","0","1","0","0","0","16665","15035","18534","16610","7","6.8","",""
"1","17","19","4","3","0","249","225","5","5","0","1","0","1","0","0","15775","16623","16946","16950","6.6","6.6","",""
"0","16","16","3","0","1","237","216","4","7","1","0","1","0","0","0","16418","16201","17454","17382","6.8","6.6","",""
"0","19","60","3","7","1","242","181","12","8","0","0","0","0","0","0","19525","16301","20374","17574","7.6","7","",""
"0","12","19","0","0","0","159","263","4","13","0","1","0","1","0","0","14349","21322","16821","20526","6.6","7.6","",""
"0","12","18","1","2","1","226","229","6","8","0","1","0","0","0","1","16480","18206","17339","17276","6.6","6.8","",""
"1","13","16","2","2","0","237","208","8","7","2","0","1","0","1","0","17683","16394","20153","17551","7.6","6.6","",""
"0","14","55","0","1","1","200","232","8","13","1","0","1","0","0","0","16797","19998","17770","20837","6.8","7.6","",""
"0","16","14","1","1","1","183","217","5","6","1","0","1","0","0","0","14616","15929","16844","18320","6.6","7","",""
"1","19","36","1","1","1","245","189","11","1","0","0","0","0","0","0","18622","13353","19365","15788","7.2","6.6","",""
"0","16","15","2","4","0","195","244","4","11","0","1","0","1","0","0","14689","20043","16679","20927","6.6","7.6","",""
"0","13","15","1","3","0","194","228","10","12","1","0","1","0","0","0","17842","19791","18236","19310","6.8","7.2","",""
"1","41","17","1","5","0","237","266","2","3","1","0","1","0","0","0","14756","16074","18676","18544","7.2","6.8","",""
"1","14","25","4","1","0","212","188","12","5","1","0","1","0","0","0","18494","15396","17736","15051","6.8","6.2","",""
"0","18","20","3","7","0","202","221","2","7","1","0","1","0","0","0","13870","16679","15601","17624","6.4","6.8","",""
"0","17","42","3","3","0","212","200","3","3","1","1","1","0","0","1","14409","14517","17030","17944","6.4","7","",""
"0","15","14","2","1","0","197","228","5","11","0","2","0","1","0","1","15543","18861","17304","20283","6.8","7.6","",""
"0","84","22","0","1","0","177","208","6","14","0","1","0","1","0","0","15740","19833","15862","18706","6.4","7.2","",""
"1","63","17","0","1","1","190","227","5","7","0","2","0","1","0","1","15691","16545","17738","18807","6.8","7","",""
"1","19","11","1","5","1","207","226","3","8","1","0","0","0","1","0","15314","17205","17245","18456","7","7.2","",""
"1","41","37","4","4","1","205","171","14","3","0","0","0","0","0","0","20030","14158","18878","14423","7.2","6","",""
"1","18","21","2","5","1","257","241","6","2","1","1","1","0","0","1","18121","14408","19941","16918","7.4","6.6","",""
"1","17","17","3","1","1","223","227","10","5","2","0","1","0","1","0","18625","15476","18897","16772","7.2","6.8","",""
"1","19","16","4","3","1","233","204","10","1","0","1","0","0","0","1","18152","13889","19147","16194","7.2","6.6","",""
"1","18","15","1","0","1","233","199","7","3","0","0","0","0","0","0","17350","14454","18363","16384","7.2","6.4","",""
"1","13","20","1","3","1","218","211","6","2","1","0","1","0","0","0","16363","14147","18353","17042","7","6.6","",""
"1","18","15","1","5","1","175","227","8","5","1","0","1","0","0","0","16104","15574","17424","17197","6.8","6.8","",""
"1","25","18","5","2","1","195","191","6","5","1","0","1","0","0","0","15401","16130","16508","17397","6.6","6.6","",""
"1","9","15","3","0","0","254","169","8","1","1","0","1","0","0","0","19331","13446","20193","15541","7.4","6.4","",""
"0","16","11","2","2","1","196","183","11","6","1","0","1","0","0","0","17537","14930","19736","17874","7.2","7","",""
"0","20","17","5","3","1","203","196","11","6","0","1","0","1","0","0","18379","16427","19031","17489","7.2","6.8","",""
"0","18","15","2","1","0","210","203","2","7","0","1","0","1","0","0","14857","16583","16453","18343","6.4","7.2","",""
"1","13","20","5","1","1","220","221","8","6","0","1","0","1","0","0","17520","16524","18523","18407","7","6.8","",""
"0","16","12","3","5","0","209","239","4","9","0","2","0","1","0","1","14837","19552","17437","19128","6.6","7.4","",""
"0","16","20","6","4","0","237","241","5","5","0","1","0","1","0","0","16930","16002","18587","19220","7.2","7.2","",""
"0","99","15","5","4","0","196","211","7","10","0","1","0","1","0","0","16332","17846","17067","17960","6.8","6.8","",""
"0","19","16","5","7","0","231","230","5","6","0","0","0","0","0","0","15807","16088","18325","17828","7.2","7","",""
"1","16","37","5","1","0","222","186","11","10","1","0","1","0","0","0","18720","19158","18913","19582","7.2","7.2","",""
"0","19","39","2","6","0","228","233","1","2","0","1","0","1","0","0","14215","14794","17252","17631","6.6","6.8","",""
"1","17","15","2","3","1","244","191","13","5","0","1","0","1","0","0","19124","15545","20438","17759","7.2","7","",""
"0","18","15","2","3","0","222","232","3","4","0","1","0","0","0","1","14352","15593","17455","18500","6.8","6.8","",""
"1","26","13","4","0","0","252","221","5","3","0","0","0","0","0","0","16784","16057","18136","18702","7","7.2","",""
"1","15","15","1","0","1","241","233","5","7","1","0","1","0","0","0","16328","17300","17945","19759","6.8","7.2","",""
"0","13","35","1","1","0","200","194","5","8","0","2","0","1","0","1","15318","16404","18578","17932","7","6.8","",""
"1","15","53","0","2","1","207","235","3","5","0","2","0","1","0","1","14896","17096","17240","19173","6.8","7.4","",""
"1","15","17","1","1","1","202","219","5","3","1","0","1","0","0","0","15667","15186","17128","17387","7","6.8","",""
"1","15","15","3","1","1","227","195","13","9","1","0","1","0","0","0","21908","17296","20909","18032","7.4","7","",""
"0","72","39","4","3","1","234","200","6","5","1","1","0","1","1","0","16372","14866","17570","17835","6.8","6.8","",""
"1","17","18","2","4","1","188","209","7","2","1","0","1","0","0","0","15993","13903","16122","15654","6.4","6.4","",""
"0","15","14","0","3","0","136","244","5","5","0","1","0","0","0","1","14469","17048","15329","19148","6.2","7.2","",""
"1","21","14","4","2","1","259","262","5","1","1","1","1","0","0","1","16956","15233","18750","18010","7.2","6.8","",""
"0","13","16","2","3","1","212","194","7","7","1","1","0","1","1","0","16699","16140","18064","18009","7","7.2","",""
"0","25","18","3","5","0","237","229","3","8","0","2","0","1","0","1","14868","18214","16222","19375","6.6","7.2","",""
"0","16","48","2","3","1","218","184","9","11","2","0","1","0","1","0","18281","17496","17856","17044","7","7","",""
"0","18","17","6","2","0","214","241","3","5","0","2","0","1","0","1","15144","15583","18640","17865","7.4","6.6","",""
"0","21","16","2","4","0","182","231","4","10","0","1","0","1","0","0","14135","18551","15854","19040","6.4","7.4","",""
"0","12","18","2","1","1","169","219","3","9","0","1","0","1","0","0","13808","18331","15418","19147","6.2","7.2","",""
"0","18","17","4","5","0","206","262","4","9","1","1","1","0","0","1","15137","18584","15969","19293","6.6","7.2","",""
"1","21","15","3","4","1","223","231","7","4","1","0","1","0","0","0","17247","15102","18201","17331","7","6.8","",""
"0","15","15","2","1","0","247","236","5","4","0","1","0","1","0","0","16485","15908","18714","17213","7.2","6.8","",""
"0","21","20","6","4","1","209","226","7","12","1","1","0","1","1","0","16867","18750","16680","17553","6.8","7","",""
"0","37","15","4","4","0","194","259","3","9","0","0","0","0","0","0","14272","17880","15106","19394","6","7.2","",""
"0","73","15","4","8","0","182","235","3","9","0","1","0","1","0","0","14282","18972","16446","19875","6.6","7.4","",""
"1","19","17","3","1","1","220","202","4","3","0","1","0","1","0","0","16352","14647","17852","17675","6.8","7","",""
"0","13","15","2","1","1","242","203","10","3","0","1","0","1","0","0","17862","15445","19955","17854","7.4","7","",""
"0","20","19","7","5","1","204","236","7","4","2","0","1","0","1","0","16431","15814","17901","17035","6.8","6.6","",""
"1","18","16","4","3","1","253","248","5","1","0","1","0","1","0","0","17114","14253","19292","17005","7.4","6.8","",""
"1","18","19","5","1","0","226","209","9","10","2","0","1","0","1","0","19003","18500","16349","16571","6.6","6.6","",""
"0","11","24","4","4","1","188","188","6","9","0","2","0","1","0","1","15451","17130","16217","17786","6.4","7.2","",""
"0","16","17","4","2","1","205","249","9","3","1","0","1","0","0","0","17941","15580","18842","18072","7.2","6.8","",""
"1","14","40","13","1","1","246","212","12","3","1","0","1","0","0","0","19537","14605","20680","16757","7.8","6.6","",""
"1","20","14","3","3","1","232","227","7","3","0","1","0","1","0","0","16863","15553","17496","17591","6.6","6.8","",""
"0","31","14","2","6","1","213","237","3","8","1","0","1","0","0","0","15315","17629","17328","19788","6.8","7.2","",""
"1","27","20","6","5","0","204","241","5","6","1","0","1","0","0","0","15853","16006","17700","18662","7","6.8","",""
"0","16","37","1","1","1","207","210","2","6","0","1","0","1","0","0","14072","16258","16596","17689","6.6","7","",""
"0","43","15","3","0","0","176","171","9","12","0","0","0","0","0","0","17030","18597","16983","15107","6.8","6.2","",""
"0","38","95","0","0","1","194","200","6","8","0","1","0","1","0","0","15617","17756","17606","19450","6.8","7.4","",""
"1","17","37","2","2","1","213","242","3","1","1","1","1","0","0","1","15634","15147","17475","18093","6.6","7","",""
"1","14","17","2","0","0","211","202","5","7","1","1","0","1","1","0","15493","16353","17405","17526","6.8","7","",""
"0","19","17","4","2","0","244","238","5","3","1","0","1","0","0","0","15959","15173","18751","17596","7.2","6.8","",""
"0","14","28","4","1","1","229","209","4","10","0","2","0","1","0","1","15945","17702","17784","19640","7","7.2","",""
"1","39","18","2","2","0","218","234","8","9","0","1","0","1","0","0","17389","18456","18770","19293","7","7.4","",""
"1","17","13","1","0","1","205","206","11","4","1","0","1","0","0","0","17961","14607","19152","16392","7.2","6.8","",""
"0","14","16","3","2","0","234","263","4","3","0","1","0","1","0","0","15744","15325","20593","18803","7.6","7.2","",""
"0","14","15","4","4","0","231","233","7","3","1","0","1","0","0","0","16657","15526","18425","16907","7","6.6","",""
"0","36","48","5","4","1","247","236","3","2","1","1","1","0","0","1","15951","14800","19210","17457","7","6.8","",""
"1","17","19","6","5","0","191","243","7","8","0","1","0","1","0","0","15956","17162","17011","17974","6.8","7","",""
"0","17","15","1","4","0","239","218","4","9","0","0","0","0","0","0","16184","17804","17808","18528","6.8","7.2","",""
"1","22","13","1","1","0","212","192","9","7","0","1","0","1","0","0","17518","16787","19434","17807","7.2","7","",""
"1","16","20","5","2","1","227","203","6","6","0","0","0","0","0","0","16992","15810","17775","17355","6.8","6.6","",""
"0","19","20","1","2","0","224","239","3","4","0","1","0","0","0","1","14317","16472","17076","18427","6.8","7","",""
"1","38","13","4","5","1","220","221","3","5","0","0","0","0","0","0","14935","15727","17972","17981","7.2","7","",""
"0","15","17","0","1","1","235","235","2","3","0","0","0","0","0","0","14736","15371","16670","17845","6.4","7.2","",""
"1","15","16","4","3","1","220","234","10","2","1","0","1","0","0","0","18444","14733","18580","16286","7","6.4","",""
"1","13","33","3","1","1","232","191","6","4","1","0","1","0","0","0","17089","14702","18072","16382","7.2","6.6","",""
"1","14","17","3","3","1","178","192","15","7","0","0","0","0","0","0","20036","15976","19646","16027","7.2","6.4","",""
"1","16","20","3","2","1","259","224","8","1","1","1","0","1","1","0","18976","14066","19176","16603","7.2","6.6","",""
"1","18","12","3","9","1","237","208","3","5","1","0","1","0","0","0","15257","15943","16719","17353","6.6","6.8","",""
"0","18","17","3","2","1","239","231","5","4","0","0","0","0","0","0","16510","15444","17844","17316","7","7","",""
"1","13","18","4","2","1","239","204","8","2","0","0","0","0","0","0","17754","13874","18653","15869","7","6.4","",""
"1","56","32","2","2","0","205","225","6","6","0","0","0","0","0","0","16339","16042","17799","16516","7","6.4","",""
"1","14","16","2","1","0","231","191","7","9","0","1","0","1","0","0","17309","16975","17384","17686","6.8","7","",""
"1","15","19","2","1","1","216","203","6","5","1","0","1","0","0","0","15712","15445","17676","16931","6.8","6.8","",""
"0","15","18","7","4","0","210","227","7","4","1","0","0","0","1","0","16008","15830","18460","16961","7.2","6.6","",""
"1","16","22","3","3","0","231","197","1","2","0","1","0","1","0","0","13772","14617","16974","17545","6.6","7","",""
"0","20","14","0","3","0","173","230","3","8","0","1","0","1","0","0","14301","16783","17009","18585","6.6","7","",""
"0","26","15","1","0","1","180","221","7","9","1","1","0","1","1","0","16682","18052","18002","19271","7","7.4","",""
"1","17","16","2","2","1","221","232","3","7","1","1","1","0","0","1","14849","18585","17502","19534","6.8","7.6","",""
"0","15","80","4","1","0","229","197","9","6","0","2","0","1","0","1","17807","16574","19554","19218","7.4","7.4","",""
